Entity_Name,Borough,borough_geom,borough_code,State,Latitude,Longitude,AED_NumAeds,Location Type,is_mislabeled
The Museum of Modern Art,Manhattan,MANHATTAN,1.0,New York,40.76099511,-73.97720066,1.0,Museums,False
NYC Department of Design & Construction,Queens,QUEENS,4.0,New York,40.74503532,-73.93619092,1.0,Government Buildings & Services,False
New World Preparatory Charter School (130 Merrill),Staten Island,STATEN ISLAND,5.0,New York,40.61039994,-74.16436271,1.0,School,False
Hazelanne Blackette,Brooklyn,BROOKLYN,3.0,New York,40.65062571,-73.89774633,1.0,Businesses & Commercial Spaces,False
POLY PREP CDS,Brooklyn,BROOKLYN,3.0,New York,40.66922835,-73.97299292,1.0,School,False
Deutsche Bank,Manhattan,MANHATTAN,1.0,New York,40.70590688,-74.00860938,63.0,Businesses & Commercial Spaces,False
P.S. 133 Queens,Queens,QUEENS,4.0,New York,40.73172061,-73.71785769,1.0,Public Schools,False
Mosaic Pre-K Center at 70-20 47th Avenue (Q321),Queens,QUEENS,4.0,New York,40.73900658,-73.89377786,1.0,Public Schools,False
Oppenheimer Funds,Manhattan,MANHATTAN,1.0,New York,40.71153017,-74.01567279,6.0,Businesses & Commercial Spaces,False
Hudson River Park Trust,Manhattan,MANHATTAN,1.0,New York,40.72916313,-74.0106762,1.0,Parks & Recreation,False
Zeta Charter School - Mount Eden Elementary,Bronx,BRONX,2.0,New York,40.8420891,-73.91796145,1.0,School,False
SHEARMAN & STERLING,Manhattan,MANHATTAN,1.0,New York,40.76556778,-73.96575532,1.0,Businesses & Commercial Spaces,False
Morgan Stanley - 750 7th Avenue,Manhattan,MANHATTAN,1.0,New York,40.76074642,-73.98352505,1.0,Businesses & Commercial Spaces,False
P.S. 65 The Academy of Innovative Learning,Staten Island,STATEN ISLAND,5.0,New York,40.63402471,-74.07861124,1.0,Public Schools,False
Theatre Arts Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.79511256,-73.94519349,1.0,Senior Centers,False
District 79 Administrative offices,Manhattan,MANHATTAN,1.0,New York,40.85345991,-73.93404775,1.0,Government Buildings & Services,False
Park East High School,Manhattan,MANHATTAN,1.0,New York,40.79053666,-73.94435582,1.0,School,False
Douglas Elliman [212W72],Manhattan,MANHATTAN,1.0,New York,40.77901813,-73.98262866,1.0,Businesses & Commercial Spaces,False
The Gordon Parks School,Queens,QUEENS,4.0,New York,40.67482216,-73.73671251,1.0,School,False
P.S. 308 Clara Cardwell,Brooklyn,BROOKLYN,3.0,New York,40.68868757,-73.93549864,1.0,Public Schools,False
Olmstead Condominium,Manhattan,MANHATTAN,1.0,New York,40.79347366,-73.96567229,1.0,Businesses & Commercial Spaces,False
Zeta Global,Manhattan,MANHATTAN,1.0,New York,40.74673687,-73.98157606,1.0,Businesses & Commercial Spaces,False
"SoulCycle, Inc",Manhattan,MANHATTAN,1.0,New York,40.76458524,-73.96605184,1.0,Health Clubs & Gyms,False
M.S. 113 Ronald Edmonds Learning Center,Brooklyn,BROOKLYN,3.0,New York,40.68880361,-73.97100896,1.0,Public Schools,False
"Amalgamated Warbasse Houses,",Brooklyn,BROOKLYN,3.0,New York,40.58018177,-73.97172228,1.0,Businesses & Commercial Spaces,False
Fox Networks Group - FTS- WNYW New York,Manhattan,MANHATTAN,1.0,New York,40.76639019,-73.96252388,11.0,Businesses & Commercial Spaces,False
P.S. 181 Brookfield,Queens,QUEENS,4.0,New York,40.65611744,-73.75320686,1.0,Public Schools,False
I.S. 075 Frank D. Paulo,Staten Island,STATEN ISLAND,5.0,New York,40.54437298,-74.19789528,1.0,Public Schools,False
Marriott International.,Manhattan,MANHATTAN,1.0,New York,40.76515571,-73.97505128,2.0,Businesses & Commercial Spaces,False
Morgan Stanley - ISG - New York Metro - Floor: 15,Manhattan,MANHATTAN,1.0,New York,40.76074642,-73.98352505,1.0,Businesses & Commercial Spaces,False
Carter Ledyard & Milburn LLP,Manhattan,MANHATTAN,1.0,New York,40.70810817,-74.00876837,1.0,Businesses & Commercial Spaces,False
The Museum of Modern Art,Manhattan,MANHATTAN,1.0,New York,40.76099511,-73.97720066,1.0,Museums,False
JLL - 140 Broadway LLC c/o JLL,Manhattan,MANHATTAN,1.0,New York,40.70903575,-74.01062607,1.0,Businesses & Commercial Spaces,False
TD Cowen,Manhattan,MANHATTAN,1.0,New York,40.75826818,-73.97105441,1.0,Businesses & Commercial Spaces,False
"Unicredit Bank AG, New York Branch",Manhattan,MANHATTAN,1.0,New York,40.75118773,-73.97548243,1.0,Businesses & Commercial Spaces,False
P.S. 153 Homecrest,Brooklyn,BROOKLYN,3.0,New York,40.60160951,-73.95977905,1.0,Public Schools,False
The Blackstone Group,Manhattan,MANHATTAN,1.0,New York,40.75816441,-73.97324549,1.0,Businesses & Commercial Spaces,False
All City Leadership Secondary School,Brooklyn,BROOKLYN,3.0,New York,40.69736279,-73.91317072,6.0,School,False
Vornado [90 Park],Manhattan,MANHATTAN,1.0,New York,40.75049672,-73.97886451,1.0,Businesses & Commercial Spaces,False
AED Total Solution,Manhattan,MANHATTAN,1.0,New York,40.77566742,-73.98750381,1.0,Businesses & Commercial Spaces,False
It Takes a Village Academy,Brooklyn,BROOKLYN,3.0,New York,40.64864945,-73.92217147,1.0,School,False
I.S. 027 Anning S. Prall,Staten Island,STATEN ISLAND,5.0,New York,40.62812078,-74.11706161,1.0,Public Schools,False
The Michael J. Petrides School,Staten Island,STATEN ISLAND,5.0,New York,40.60874845,-74.10234414,1.0,School,False
"Cravath, Swaine & Moore, LLP",Manhattan,MANHATTAN,1.0,New York,40.76206701,-73.98627542,1.0,Businesses & Commercial Spaces,False
Gaylord White Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.78946569,-73.94328776,1.0,Senior Centers,False
Morgan Stanley - 750 7th Avenue - Floor: 30,Manhattan,MANHATTAN,1.0,New York,40.76074642,-73.98352505,1.0,Businesses & Commercial Spaces,False
Amber Charter School II,Bronx,BRONX,2.0,New York,40.88072405,-73.90729252,1.0,School,False
JCC Senior Kosher Nutrition Senior Centers,Staten Island,STATEN ISLAND,5.0,New York,40.63062771,-74.08847502,1.0,Senior Centers,False
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 11,Manhattan,MANHATTAN,1.0,New York,40.76074642,-73.98352505,1.0,Businesses & Commercial Spaces,False
A. Philip Randolph Campus High School,Manhattan,MANHATTAN,1.0,New York,40.81818176,-73.9503553,1.0,Public Schools,False
P.S. 107 Bronx,Bronx,BRONX,2.0,New York,40.81846016,-73.86837104,1.0,Public Schools,False
"New Explorations into Science, Technology and Math High School",Manhattan,MANHATTAN,1.0,New York,40.7188881,-73.97930747,1.0,School,False
P025R - South Richmond High School (R825),Staten Island,STATEN ISLAND,5.0,New York,40.50907658,-74.22092791,1.0,School,False
J.H.S. 080 The Mosholu Parkway,Bronx,BRONX,2.0,New York,40.87629236,-73.88153067,1.0,Public Schools,False
Staten Island Borough Office,Staten Island,STATEN ISLAND,5.0,New York,40.60874845,-74.10234414,1.0,Government Buildings & Services,False
P.S. 058 Bronx,Bronx,BRONX,2.0,New York,40.84615565,-73.89926266,1.0,Public Schools,False
J.H.S. 202 Robert H. Goddard,Queens,QUEENS,4.0,New York,40.67123215,-73.84514073,1.0,Public Schools,False
Union Square Academy for Health Sciences,Manhattan,MANHATTAN,1.0,New York,40.7354869,-73.98765932,1.0,School,False
P.S./I.S. 116 William C. Hughley,Queens,QUEENS,4.0,New York,40.700598,-73.78230113,1.0,Public Schools,False
P.S. 938,Brooklyn,BROOKLYN,3.0,New York,40.68127485,-73.87640539,1.0,Public Schools,False
P.S. 059 William Floyd,Brooklyn,BROOKLYN,3.0,New York,40.69672582,-73.94365185,1.0,Public Schools,False
"Science, Technology and Research Early College High School at Erasmus",Brooklyn,BROOKLYN,3.0,New York,40.64978002,-73.95854985,1.0,Public Schools,False
Brookfield Properties Retail - Staten Island Mall,Staten Island,STATEN ISLAND,5.0,New York,40.58229742,-74.16905259,7.0,Businesses & Commercial Spaces,False
Cornerstone Academy for Social Action,Bronx,BRONX,2.0,New York,40.88301871,-73.83036423,1.0,School,False
Conde Nast Building,Manhattan,MANHATTAN,1.0,New York,40.75617401,-73.98624415,1.0,Businesses & Commercial Spaces,False
Costco Wholesale Corporation - 1062 Manhattan,Manhattan,MANHATTAN,1.0,New York,40.79562725,-73.93240779,1.0,Businesses & Commercial Spaces,False
Department of Citywide Administrative Services,Queens,QUEENS,4.0,New York,40.71332174,-73.828601,1.0,Government Buildings & Services,False
Brooklyn Technical High School,Brooklyn,BROOKLYN,3.0,New York,40.68882691,-73.97690452,1.0,School,False
John V. Lindsay Wildcat Academy Charter School II,Bronx,BRONX,2.0,New York,40.81649578,-73.8900698,1.0,School,False
Ridgewood Bushwick Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.70284241,-73.91833544,1.0,Senior Centers,False
Church of St. Mary the Virgin,Manhattan,MANHATTAN,1.0,New York,40.75793853,-73.98354741,1.0,Houses of Worship,False
P.S./M.S. 029 Melrose School,Bronx,BRONX,2.0,New York,40.82150855,-73.91727876,1.0,Public Schools,False
"Media, Law, and Fine Arts Middle School",Brooklyn,BROOKLYN,3.0,New York,40.65842261,-73.92907649,1.0,School,False
New York & Co.,Manhattan,MANHATTAN,1.0,New York,40.752612,-73.99450301,1.0,Businesses & Commercial Spaces,False
Department of Citywide Administrative Services,Brooklyn,BROOKLYN,3.0,New York,40.69875388,-73.98986965,1.0,Government Buildings & Services,False
International High School at Lafayette,Brooklyn,BROOKLYN,3.0,New York,40.59428436,-73.98576993,1.0,School,False
Marymount School,Manhattan,MANHATTAN,1.0,New York,40.78686455,-73.95120209,1.0,School,False
The School For Human Rights,Brooklyn,BROOKLYN,3.0,New York,40.65888574,-73.9424585,1.0,School,False
Riverside Park Conservancy,Manhattan,MANHATTAN,1.0,New York,40.81109448,-73.96416759,2.0,Parks & Recreation,False
Family Welcome Center,Manhattan,MANHATTAN,1.0,New York,40.81117578,-73.95359374,1.0,Government Buildings & Services,False
Bronx Green Middle School,Bronx,BRONX,2.0,New York,40.8621026,-73.86457504,1.0,School,False
International Leadership Charter Middle School,Bronx,BRONX,2.0,New York,40.88143817,-73.87837163,1.0,School,False
Asia Society,Manhattan,MANHATTAN,1.0,New York,40.77002491,-73.96459412,1.0,Businesses & Commercial Spaces,False
Syska & Hennessy,Manhattan,MANHATTAN,1.0,New York,40.75757876,-73.98212532,1.0,Businesses & Commercial Spaces,False
Fordham University Bronx Location,Bronx,BRONX,2.0,New York,40.86072673616,-73.88953366191,1.0,Colleges & Universities,False
Democracy Prep Harlem Charter - Middle School,Manhattan,MANHATTAN,1.0,New York,40.8142517,-73.94521379,1.0,School,False
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",Queens,QUEENS,4.0,New York,40.71533668,-73.88621516,1.0,Public Schools,False
Jacob K. Javits Convention Center,Manhattan,MANHATTAN,1.0,New York,40.75655629,-74.00380806,1.0,Performance Venues,False
PJT Partners,Manhattan,MANHATTAN,1.0,New York,40.75601562,-73.97483093,1.0,Businesses & Commercial Spaces,False
"WIN - Women in Need, Inc. (Audre Lord Family)",Staten Island,STATEN ISLAND,5.0,New York,40.63805727,-74.07792422,1.0,Health & Social Services,False
RXR Realty [61 Broadway],New York,MANHATTAN,1.0,New York,40.70698798,-74.01233539,1.0,Businesses & Commercial Spaces,True
P.S. 063 Old South,Queens,QUEENS,4.0,New York,40.67640277,-73.84677265,1.0,Public Schools,False
Big Six Towers,Queens,QUEENS,4.0,New York,40.73992445,-73.90441824,1.0,Businesses & Commercial Spaces,False
The Frick Collection,Manhattan,MANHATTAN,1.0,New York,40.77104689,-73.967749,1.0,Museums,False
I.S. 024 Myra S. Barnes,Staten Island,STATEN ISLAND,5.0,New York,40.54607337,-74.14583904,1.0,Public Schools,False
New World Preparatory Charter School (West Campus),Staten Island,STATEN ISLAND,5.0,New York,40.63008687,-74.14726987,1.0,School,False
P.S. 192 - The Magnet School for Math and Science Inquiry,Brooklyn,BROOKLYN,3.0,New York,40.62929598,-73.97999463,1.0,Public Schools,False
The Port Authority of New York & New Jersey - 80 Pine,Manhattan,MANHATTAN,1.0,New York,40.70588502,-74.0071811,4.0,Ferries & Other Transportation,False
AKIN GUMP STRAUSS HAUER,Manhattan,MANHATTAN,1.0,New York,40.75517461,-73.98388016,6.0,Businesses & Commercial Spaces,False
M.S. 51 William Alexander,Brooklyn,BROOKLYN,3.0,New York,40.67200813,-73.9839472,1.0,Public Schools,False
The Children's Workshop School,Manhattan,MANHATTAN,1.0,New York,40.7278853,-73.97852534,1.0,School,False
P.S. 039 Henry Bristow,Brooklyn,BROOKLYN,3.0,New York,40.66890916,-73.98319456,1.0,Public Schools,False
P.S. 072 Dr. William Dorney,Bronx,BRONX,2.0,New York,40.82259673,-73.81824503,1.0,Public Schools,False
Catholic Kolping Society,Manhattan,MANHATTAN,1.0,New York,40.78049784,-73.95390768,1.0,Businesses & Commercial Spaces,False
P.S. 038 George Cromwell,Staten Island,STATEN ISLAND,5.0,New York,40.5747399,-74.09991965,1.0,Public Schools,False
P.S. 154 Queens,Queens,QUEENS,4.0,New York,40.72676134,-73.80689352,1.0,Public Schools,False
Brooklyn Arbor Elementary School,Brooklyn,BROOKLYN,3.0,New York,40.70963936,-73.95464941,1.0,School,False
P.S. 067 Charles A. Dorsey,Brooklyn,BROOKLYN,3.0,New York,40.69562596,-73.97821482,1.0,Public Schools,False
P.S. X140 The Eagle School,Bronx,BRONX,2.0,New York,40.82328279,-73.90794735,1.0,Public Schools,False
P.S. 220 Edward Mandel,Queens,QUEENS,4.0,New York,40.73651674,-73.85145476,1.0,Public Schools,False
Equinox,Manhattan,MANHATTAN,1.0,New York,40.74368327,-74.00595457,1.0,Health Clubs & Gyms,False
Amazon.com Services LLC - JFK2,Manhattan,MANHATTAN,1.0,New York,40.74868342,-73.98513771,3.0,Businesses & Commercial Spaces,False
Ardea Partners,Manhattan,MANHATTAN,1.0,New York,40.75245568,-74.00070021,1.0,Businesses & Commercial Spaces,False
CSI High School for International Studies,Staten Island,STATEN ISLAND,5.0,New York,40.5813078,-74.15858839,1.0,School,False
Silicon Valley Bank - SVB New York (New York),Manhattan,MANHATTAN,1.0,New York,40.74278758,-73.98444975,1.0,Businesses & Commercial Spaces,False
Elm Tree Elementary School,Queens,QUEENS,4.0,New York,40.7421592,-73.86410886,1.0,School,False
P.S. 180 Hugo Newman,Manhattan,MANHATTAN,1.0,New York,40.80783621,-73.95556841,1.0,Public Schools,False
SONY Corporation,Manhattan,MANHATTAN,1.0,New York,40.76108209,-73.97325154,1.0,Businesses & Commercial Spaces,False
P.S. 161 The Crown,Brooklyn,BROOKLYN,3.0,New York,40.66617349,-73.94901261,1.0,Public Schools,False
M.S. 319 - Maria Teresa,Manhattan,MANHATTAN,1.0,New York,40.83929827,-73.93615799,1.0,Public Schools,False
Bronx Engineering and Technology Academy,Bronx,MANHATTAN,1.0,New York,40.87709942,-73.91225527,1.0,Public Schools,True
Early Childhood Annex Q043,Queens,QUEENS,4.0,New York,40.5935817,-73.76044944,1.0,Public Schools,False
P075Q @ PS 48 (Q048),Queens,QUEENS,4.0,New York,40.69411161,-73.79700303,1.0,Public Schools,False
P.S./I.S. 217 Roosevelt Island,Queens,MANHATTAN,1.0,New York,40.76388676,-73.9479159,1.0,Public Schools,True
Morgan Stanley - 1 NY Plaza,Manhattan,MANHATTAN,1.0,New York,40.70253319,-74.01256178,1.0,Businesses & Commercial Spaces,False
P.S. 121 Nelson A. Rockefeller,Brooklyn,BROOKLYN,3.0,New York,40.62326548,-73.9788221,1.0,Public Schools,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.75684919,-73.98597329,1.0,Businesses & Commercial Spaces,False
P.S. X015 Institute for Environmental Learning,Bronx,BRONX,2.0,New York,40.85880386,-73.90974531,1.0,Public Schools,False
Wildlife Conservation Society,Bronx,BRONX,2.0,New York,40.85053675,-73.88245508,1.0,Zoos & Aquariums,False
Rockefeller University,Manhattan,MANHATTAN,1.0,New York,40.76312728,-73.95645028,1.0,Colleges & Universities,False
Morgan Stanley - 1 NY Plaza,Manhattan,MANHATTAN,1.0,New York,40.70253319,-74.01256178,1.0,Businesses & Commercial Spaces,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.71339484,-74.00463523,1.0,Government Buildings & Services,False
Philips Returns AED,Manhattan,QUEENS,4.0,New York,40.70847218,-73.80006469,1.0,Businesses & Commercial Spaces,True
J.H.S. 078 Roy H. Mann,Brooklyn,BROOKLYN,3.0,New York,40.62121688,-73.91287032,1.0,Public Schools,False
CNA Insurance,Manhattan,MANHATTAN,1.0,New York,40.70210514,-74.0112489,2.0,Businesses & Commercial Spaces,False
Congregation Rodeph Sholom,Manhattan,MANHATTAN,1.0,New York,40.78350349,-73.97114089,1.0,Houses of Worship,False
Sunset Park Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.64910365,-74.0098453,1.0,Senior Centers,False
Good Companions Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.71325922,-73.98323744,1.0,Senior Centers,False
Congregation Rodeph Sholom,Manhattan,MANHATTAN,1.0,New York,40.78421157,-73.97089503,1.0,Houses of Worship,False
New York Congregation Nursing Center,Brooklyn,BROOKLYN,3.0,New York,40.65242696,-73.95389199,1.0,Nursing Homes,False
Manhattan West LLC,Manhattan,MANHATTAN,1.0,New York,40.77583508,-73.96308541,1.0,Businesses & Commercial Spaces,False
Department of Citywide Administrative Services,Brooklyn,BROOKLYN,3.0,New York,40.69339325,-73.98891485,1.0,Government Buildings & Services,False
"Needham & Company, LLC",Manhattan,MANHATTAN,1.0,New York,40.7550112,-73.97556764,1.0,Businesses & Commercial Spaces,False
I.S. 238 - Susan B. Anthony Academy,Queens,QUEENS,4.0,New York,40.71308599,-73.78046742,1.0,School,False
Channel View School For Research,Queens,QUEENS,4.0,New York,40.58605892,-73.82262478,8.0,Public Schools,False
P231K @ P.S. 238 Anne Sullivan (K238),Brooklyn,BROOKLYN,3.0,New York,40.60885473,-73.96505809,1.0,Public Schools,False
KIPP Beyond Middle School,Manhattan,MANHATTAN,1.0,New York,40.81095346,-73.96096338,1.0,School,False
Taconic Capital Advisors,Manhattan,MANHATTAN,1.0,New York,40.75601562,-73.97483093,3.0,Businesses & Commercial Spaces,False
Gumley Haft - 1125 Park,Manhattan,MANHATTAN,1.0,New York,40.78296587018,-73.95515174985,1.0,Businesses & Commercial Spaces,False
P.S. 66 Brooklyn,Brooklyn,BROOKLYN,3.0,New York,40.64882267,-73.90777455,1.0,Public Schools,False
P.S. 083 Donald Hertz,Bronx,BRONX,2.0,New York,40.84938807,-73.85924781,1.0,Public Schools,False
Riverbay Corp / Co-op City Police Department,Bronx,BRONX,2.0,New York,40.86941384,-73.82902511,1.0,Government Buildings & Services,False
Senior League of Flatbush Midwood,Brooklyn,BROOKLYN,3.0,New York,40.62233389,-73.9557428,1.0,Senior Centers,False
Christopher Blenman Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.66228195,-73.93891603,1.0,Senior Centers,False
"McDermott, Will, Emery",New York,MANHATTAN,1.0,New York,40.75225544,-73.97546399,1.0,Businesses & Commercial Spaces,True
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.71422375,-74.00489501,1.0,Government Buildings & Services,False
Bronx Community Charter School,Bronx,BRONX,2.0,New York,40.87249815,-73.8753905,1.0,School,False
Brooklyn Technical High School,Brooklyn,BROOKLYN,3.0,New York,40.68882691,-73.97690452,1.0,School,False
P.S./I.S. 113 Anthony J. Pranzo,Queens,QUEENS,4.0,New York,40.70550876,-73.86220735,1.0,Public Schools,False
Selfhelp Austin Street Senior Centers,Queens,QUEENS,4.0,New York,40.72211227,-73.84733457,1.0,Senior Centers,False
Mott Hall High School,Manhattan,MANHATTAN,1.0,New York,40.8173654,-73.94771131,1.0,School,False
I.S. 141 The Steinway,Queens,QUEENS,4.0,New York,40.7755822,-73.90508898,1.0,Public Schools,False
Oracle,Manhattan,MANHATTAN,1.0,New York,40.75167689,-73.97842741,1.0,Businesses & Commercial Spaces,False
I.S. 061 Leonardo Da Vinci,Queens,QUEENS,4.0,New York,40.742626,-73.862755,1.0,Public Schools,False
Atlantic Senior Centers,Manhattan,BROOKLYN,3.0,New York,40.67637934,-73.89702892,1.0,Senior Centers,True
